"Path","LineNumber","Line"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","24","            cursor: pointer !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","25","            text-decoration: none !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","29","            background: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","30","            color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","31","            transform: translateY(-1px) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","32","            box-shadow: 0 4px 12px rgba(0, 66, 0, 0.15) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","36","            background: linear-gradient(135deg, var(--primary) 0%, var(--primary) 100%) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","37","            border: none !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","38","            color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","42","            background: #28a745 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","43","            border-color: #28a745 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","44","            color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","48","            display: flex !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","49","            align-items: center !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","50","            gap: 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\reviews.blade.php","54","            width: 250px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","10","            border-collapse: separate !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","11","            border-spacing: 0 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","12","            border: 1px solid #e0e0e0 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","13","            border-radius: 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","14","            overflow: hidden !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","18","            background: linear-gradient(135deg, var(--primary) 0%, #ffb200 100%) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","22","            color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","23","            font-weight: 700 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","24","            text-transform: uppercase !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","25","            font-size: 11px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","26","            letter-spacing: 0.5px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","27","            padding: 15px 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","28","            border: 1.5px solid #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","32","            transition: all 0.2s ease !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","37","            background-color: #fafafa !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","41","            background-color: #fff8f0 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","47","            padding: 12px 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","48","            border-bottom: 1px solid #f0f0f0 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","49","            vertical-align: middle !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","53","            width: 110px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","54","            height: 38px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","55","            border: 1.5px solid #e0e0e0 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","56","            border-radius: 8px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","57","            text-align: center !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","58","            font-size: 14px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","59","            font-weight: 600 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","60","            color: #444 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","61","            background: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","62","            transition: all 0.3s ease !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","63","            margin: 0 auto !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","64","            display: block !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","68","            border-color: #ffb200 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","72","            border-color: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","73","            box-shadow: 0 0 0 4px rgba(255, 109, 0, 0.15) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","74","            outline: none !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","89","            height: 42px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","90","            border-radius: 50px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","91","            padding: 0 25px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","92","            font-size: 11px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","93","            font-weight: 800 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","94","            background: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","95","            color: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","96","            border: 1.5px solid var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","97","            display: inline-flex !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","98","            align-items: center !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","99","            justify-content: center !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","100","            box-shadow: 0 4px 12px rgba(255, 109, 0, 0.1) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","101","            transition: all 0.3s ease !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","102","            text-transform: uppercase !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","103","            letter-spacing: 0.5px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","104","            cursor: pointer !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","108","            background: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","109","            color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","110","            transform: translateY(-2px) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","111","            box-shadow: 0 6px 15px rgba(255, 109, 0, 0.2) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","115","            background: linear-gradient(135deg, var(--primary) 0%, var(--primary) 100%) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","116","            border: none !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\shipping-info.blade.php","117","            color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials-create.blade.php","38","        color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials-edit.blade.php","38","        color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","10","            height: 42px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","11","            border-radius: 50px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","12","            padding: 0 25px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","13","            font-size: 11px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","14","            font-weight: 800 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","15","            background: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","16","            color: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","17","            border: 1px solid var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","18","            display: inline-flex !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","19","            align-items: center !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","20","            justify-content: center !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","21","            box-shadow: 0 2px 8px rgba(255, 109, 0, 0.12) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","22","            transition: all 0.3s ease !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","23","            text-transform: uppercase !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","24","            letter-spacing: 0.5px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","25","            cursor: pointer !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","26","            text-decoration: none !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","30","            background: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","31","            color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","32","            transform: translateY(-1px) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","33","            box-shadow: 0 4px 12px rgba(255, 109, 0, 0.2) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","37","            background: linear-gradient(135deg, var(--primary) 0%, var(--primary) 100%) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","38","            border: none !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","39","            color: #fff !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","43","            display: flex !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","44","            align-items: center !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","45","            gap: 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\admin\testimonials.blade.php","49","            width: 220px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\forgot-password.blade.php","36","            color: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","37","            color: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","153","                padding: 30px 20px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","157","                font-size: 1.65rem !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","161","                font-size: 0.8rem !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","162","                margin-bottom: 25px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","166","                font-size: 0.78rem !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","170","                font-size: 0.9rem !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","171","                padding: 12px 15px 12px 40px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","175","                font-size: 0.78rem !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","179","                padding: 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","180","                font-size: 0.9rem !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\login.blade.php","184","                font-size: 0.8rem !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\register.blade.php","36","            color: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\auth\reset-password.blade.php","33","            color: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","592","                width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","593","                max-width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","599","                padding-left: 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","600","                padding-right: 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","601","                width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","602","                max-width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","607","                width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","608","                display: flex !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","609","                flex-direction: column !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","613","                padding: 20px 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","656","                padding: 15px 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\account-details.blade.php","660","                font-size: 22px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","210","                padding-left: 8px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","211","                padding-right: 8px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","231","                width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","232","                display: flex !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","233","                flex-direction: column !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","234","                gap: 15px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","239","                width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","240","                max-width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","244","                padding: 20px 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","294","                padding: 15px 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","304","                font-size: 16px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","314","                gap: 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","315","                margin-bottom: 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","316","                display: flex !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","317","                flex-direction: column !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","321","                margin-bottom: 12px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","325","                font-size: 11px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","326","                margin-bottom: 5px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","330","                padding: 10px 15px 10px 40px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","331","                font-size: 13px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","332","                border-radius: 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","336","                left: 15px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","337","                font-size: 14px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","365","                padding: 12px 8px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","373","                font-size: 15px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","616","            padding: 15px 20px 15px 55px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","640","            color: var(--accent) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","668","            border-color: #d32f2f !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","669","            background-color: rgba(211, 47, 47, 0.02) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","692","                width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\address.blade.php","693","                max-width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","469","                background: #fdfdfd !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","477","                padding: 12px 5px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","481","                background: transparent !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","482","                border-radius: 0 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","543","                padding-left: 15px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","544","                padding-right: 15px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","545","                width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","546","                max-width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\dashboard.blade.php","564","                padding: 15px 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\order-detail.blade.php","548","                    margin-top: 10px !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\order-detail.blade.php","549","                    color: var(--primary) !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\order-detail.blade.php","742","                        width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\order-detail.blade.php","743","                        max-width: 100% !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\order-detail.blade.php","744","                        padding: 0 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\order-detail.blade.php","745","                        margin: 0 !important;"
"C:\xampp\htdocs\aruvi-plus\resources\views\customer\order-detail.blade.php","749","                        display: block !important;"
